image_path,style,original_filename,label
data\processed\Synthetic_Cubism\juan-gris_the-siphon-1913.jpg,Synthetic_Cubism,juan-gris_the-siphon-1913.jpg,25
data\processed\Expressionism\henri-matisse_the-racaille-chair-1946.jpg,Expressionism,henri-matisse_the-racaille-chair-1946.jpg,9
data\processed\Northern_Renaissance\albrecht-durer_virgin-mary-suckling-the-christ-child-1512.jpg,Northern_Renaissance,albrecht-durer_virgin-mary-suckling-the-christ-child-1512.jpg,17
data\processed\Realism\nikolai-ge_the-head-of-john-the-apostle.jpg,Realism,nikolai-ge_the-head-of-john-the-apostle.jpg,21
data\processed\Impressionism\alfred-sisley_the-hills-of-la-bouille-1894.jpg,Impressionism,alfred-sisley_the-hills-of-la-bouille-1894.jpg,12
data\processed\Early_Renaissance\piero-della-francesca_madonna-of-senigallia-with-child-and-two-angels(1).jpg,Early_Renaissance,piero-della-francesca_madonna-of-senigallia-with-child-and-two-angels(1).jpg,8
data\processed\Realism\boris-kustodiev_portrait-of-sculptor-n-l-aronson-1904.jpg,Realism,boris-kustodiev_portrait-of-sculptor-n-l-aronson-1904.jpg,21
data\processed\Ukiyo_e\katsushika-hokusai_rokurokubi.jpg,Ukiyo_e,katsushika-hokusai_rokurokubi.jpg,26
data\processed\Contemporary_Realism\neil-welliver_unyarded-deer.jpg,Contemporary_Realism,neil-welliver_unyarded-deer.jpg,6
data\processed\Impressionism\pierre-auguste-renoir_pears-and-apples-1890-1.jpg,Impressionism,pierre-auguste-renoir_pears-and-apples-1890-1.jpg,12
data\processed\Pop_Art\andy-warhol_portrait-of-maurice.jpg,Pop_Art,andy-warhol_portrait-of-maurice.jpg,19
data\processed\Baroque\gerrit-dou_bust-of-a-man-1645.jpg,Baroque,gerrit-dou_bust-of-a-man-1645.jpg,4
data\processed\Mannerism_Late_Renaissance\maerten-van-heemskerck_sack-of-rome-1527.jpg,Mannerism_Late_Renaissance,maerten-van-heemskerck_sack-of-rome-1527.jpg,13
data\processed\Northern_Renaissance\albrecht-durer_christ-before-pilate-1511.jpg,Northern_Renaissance,albrecht-durer_christ-before-pilate-1511.jpg,17
data\processed\Minimalism\li-yuan-chia_folding-scroll-1963.jpg,Minimalism,li-yuan-chia_folding-scroll-1963.jpg,14
data\processed\Fauvism\albert-marquet_the-louvre-embankment-1905.jpg,Fauvism,albert-marquet_the-louvre-embankment-1905.jpg,10
data\processed\Color_Field_Painting\anne-appleby_requiem-for-a-ponderosa-pine-2010.jpg,Color_Field_Painting,anne-appleby_requiem-for-a-ponderosa-pine-2010.jpg,5
data\processed\Realism\eugene-boudin_seascape-with-large-sky-1860.jpg,Realism,eugene-boudin_seascape-with-large-sky-1860.jpg,21
data\processed\Abstract_Expressionism\richard-diebenkorn_ocean-park-no-7.jpg,Abstract_Expressionism,richard-diebenkorn_ocean-park-no-7.jpg,0
data\processed\Realism\vincent-van-gogh_weaver-1884-4.jpg,Realism,vincent-van-gogh_weaver-1884-4.jpg,21
data\processed\Pointillism\paul-signac_collioure.jpg,Pointillism,paul-signac_collioure.jpg,18
data\processed\Color_Field_Painting\doug-ohlson_marker-california-1986.jpg,Color_Field_Painting,doug-ohlson_marker-california-1986.jpg,5
data\processed\Realism\john-singer-sargent_lady-fauden-phillips-helen-levy-1898.jpg,Realism,john-singer-sargent_lady-fauden-phillips-helen-levy-1898.jpg,21
data\processed\Romanticism\ivan-aivazovsky_windmills-in-the-ukrainian-steppe-at-sunset-1862.jpg,Romanticism,ivan-aivazovsky_windmills-in-the-ukrainian-steppe-at-sunset-1862.jpg,23
data\processed\Expressionism\jack-bush_nude-1954.jpg,Expressionism,jack-bush_nude-1954.jpg,9
data\processed\Baroque\gerrit-dou_grace-before-meat.jpg,Baroque,gerrit-dou_grace-before-meat.jpg,4
data\processed\Baroque\jacob-jordaens_as-the-old-sang-so-the-young-pipe-1638.jpg,Baroque,jacob-jordaens_as-the-old-sang-so-the-young-pipe-1638.jpg,4
data\processed\Color_Field_Painting\sam-francis_untitled-1985-1.jpg,Color_Field_Painting,sam-francis_untitled-1985-1.jpg,5
data\processed\High_Renaissance\pinturicchio_st-catherine-s-disputation-detail-1494.jpg,High_Renaissance,pinturicchio_st-catherine-s-disputation-detail-1494.jpg,11
data\processed\Contemporary_Realism\konstantin-vasilyev_above-the-bonfire.jpg,Contemporary_Realism,konstantin-vasilyev_above-the-bonfire.jpg,6
data\processed\Pointillism\henri-edmond-cross_the-grape-harvest.jpg,Pointillism,henri-edmond-cross_the-grape-harvest.jpg,18
data\processed\Baroque\rembrandt_self-portrait-in-a-flat-cap-and-embroidered-dress-1642.jpg,Baroque,rembrandt_self-portrait-in-a-flat-cap-and-embroidered-dress-1642.jpg,4
data\processed\Synthetic_Cubism\juan-gris_playing-cards-and-siphon-1916.jpg,Synthetic_Cubism,juan-gris_playing-cards-and-siphon-1916.jpg,25
data\processed\Fauvism\ion-pacea_2-mai-beach.jpg,Fauvism,ion-pacea_2-mai-beach.jpg,10
data\processed\Naive_Art_Primitivism\marc-chagall_acrobatics-1963.jpg,Naive_Art_Primitivism,marc-chagall_acrobatics-1963.jpg,15
data\processed\High_Renaissance\raphael_the-madonna-conestabile-1502.jpg,High_Renaissance,raphael_the-madonna-conestabile-1502.jpg,11
data\processed\High_Renaissance\giorgione_youth-holding-an-arrow-1505(2).jpg,High_Renaissance,giorgione_youth-holding-an-arrow-1505(2).jpg,11
data\processed\Expressionism\andre-derain_the-road-to-calvary-1901.jpg,Expressionism,andre-derain_the-road-to-calvary-1901.jpg,9
data\processed\Mannerism_Late_Renaissance\tintoretto_conquest-of-zara-1584.jpg,Mannerism_Late_Renaissance,tintoretto_conquest-of-zara-1584.jpg,13
data\processed\Romanticism\homer-watson_the-stone-road-1881.jpg,Romanticism,homer-watson_the-stone-road-1881.jpg,23
data\processed\Ukiyo_e\ito-shinsui_evening-scene-at-ishiyama-temple-1917.jpg,Ukiyo_e,ito-shinsui_evening-scene-at-ishiyama-temple-1917.jpg,26
data\processed\Post_Impressionism\vincent-van-gogh_zouave-half-figure-1888.jpg,Post_Impressionism,vincent-van-gogh_zouave-half-figure-1888.jpg,20
data\processed\Symbolism\alfred-kubin_the-moment-of-birth-1902.jpg,Symbolism,alfred-kubin_the-moment-of-birth-1902.jpg,24
data\processed\Realism\pyotr-konchalovsky_apples-against-the-blue-sky-1930.jpg,Realism,pyotr-konchalovsky_apples-against-the-blue-sky-1930.jpg,21
data\processed\Fauvism\ilya-mashkov_lake-geneva-1914.jpg,Fauvism,ilya-mashkov_lake-geneva-1914.jpg,10
data\processed\Expressionism\fred-williams_sapling-forest-1962.jpg,Expressionism,fred-williams_sapling-forest-1962.jpg,9
data\processed\Art_Nouveau_Modern\alphonse-mucha_amethyst-post.jpg,Art_Nouveau_Modern,alphonse-mucha_amethyst-post.jpg,3
data\processed\Impressionism\edouard-manet_jeanne-martin-in-pink-dress-1881.jpg,Impressionism,edouard-manet_jeanne-martin-in-pink-dress-1881.jpg,12
data\processed\Northern_Renaissance\dirk-bouts_st-hippolytus-triptych-1475.jpg,Northern_Renaissance,dirk-bouts_st-hippolytus-triptych-1475.jpg,17
data\processed\Symbolism\franklin-carmichael_a-northern-silver-mine-1930.jpg,Symbolism,franklin-carmichael_a-northern-silver-mine-1930.jpg,24
data\processed\Pop_Art\claudio-tozzi_cor-pigmento-luz.jpg,Pop_Art,claudio-tozzi_cor-pigmento-luz.jpg,19
data\processed\Romanticism\henryk-siemiradzki_baptism-of-chris.jpg,Romanticism,henryk-siemiradzki_baptism-of-chris.jpg,23
data\processed\Romanticism\george-frederick-watts_dorothy-tennant-later-lady-stanley(1).jpg,Romanticism,george-frederick-watts_dorothy-tennant-later-lady-stanley(1).jpg,23
data\processed\Baroque\anthony-van-dyck_portrait-of-justus-van-meerstraeten-1635.jpg,Baroque,anthony-van-dyck_portrait-of-justus-van-meerstraeten-1635.jpg,4
data\processed\Realism\pierre-auguste-renoir_a-girl-1.jpg,Realism,pierre-auguste-renoir_a-girl-1.jpg,21
data\processed\Synthetic_Cubism\juan-gris_bottle-glass-and-newspaper.jpg,Synthetic_Cubism,juan-gris_bottle-glass-and-newspaper.jpg,25
data\processed\Ukiyo_e\utagawa-kuniyoshi_sharks.jpg,Ukiyo_e,utagawa-kuniyoshi_sharks.jpg,26
data\processed\Impressionism\pierre-auguste-renoir_windmill.jpg,Impressionism,pierre-auguste-renoir_windmill.jpg,12
data\processed\Rococo\thomas-gainsborough_mountainous-landscape-with-cart-and-figures.jpg,Rococo,thomas-gainsborough_mountainous-landscape-with-cart-and-figures.jpg,22
data\processed\Minimalism\agnes-martin_i-love-life.jpg,Minimalism,agnes-martin_i-love-life.jpg,14
data\processed\Contemporary_Realism\jamie-wyeth_island-church-1969.jpg,Contemporary_Realism,jamie-wyeth_island-church-1969.jpg,6
data\processed\Northern_Renaissance\lucas-cranach-the-elder_albrecht-brandenburg.jpg,Northern_Renaissance,lucas-cranach-the-elder_albrecht-brandenburg.jpg,17
data\processed\Naive_Art_Primitivism\fernando-botero_the-dolorosa.jpg,Naive_Art_Primitivism,fernando-botero_the-dolorosa.jpg,15
data\processed\Pop_Art\billy-apple_untitled-rainbow.jpg,Pop_Art,billy-apple_untitled-rainbow.jpg,19
data\processed\High_Renaissance\andrea-mantegna_three-deities-1500.jpg,High_Renaissance,andrea-mantegna_three-deities-1500.jpg,11
data\processed\Pop_Art\peter-max_psychedelic-cloud-1967.jpg,Pop_Art,peter-max_psychedelic-cloud-1967.jpg,19
data\processed\Naive_Art_Primitivism\niko-pirosmani_women-carrying-eggs-extant-part-of-the-painting.jpg,Naive_Art_Primitivism,niko-pirosmani_women-carrying-eggs-extant-part-of-the-painting.jpg,15
data\processed\Northern_Renaissance\hans-holbein-the-younger_portrait-of-nobleman-with-a-falcon-1542.jpg,Northern_Renaissance,hans-holbein-the-younger_portrait-of-nobleman-with-a-falcon-1542.jpg,17
data\processed\Impressionism\amadeo-de-souza-cardoso_gypsies-1910.jpg,Impressionism,amadeo-de-souza-cardoso_gypsies-1910.jpg,12
data\processed\Mannerism_Late_Renaissance\gregorio-lopes_morte-da-virgem-1527.jpg,Mannerism_Late_Renaissance,gregorio-lopes_morte-da-virgem-1527.jpg,13
data\processed\Post_Impressionism\pierre-bonnard_study-for-afternoon-in-the-garden-1891.jpg,Post_Impressionism,pierre-bonnard_study-for-afternoon-in-the-garden-1891.jpg,20
data\processed\Art_Nouveau_Modern\henri-de-toulouse-lautrec_the-mad-cow.jpg,Art_Nouveau_Modern,henri-de-toulouse-lautrec_the-mad-cow.jpg,3
data\processed\Cubism\fernand-leger_machine-element-1st-state-1924.jpg,Cubism,fernand-leger_machine-element-1st-state-1924.jpg,7
data\processed\Fauvism\jan-sluyters_self-portrait.jpg,Fauvism,jan-sluyters_self-portrait.jpg,10
data\processed\Minimalism\daniel-buren_photo-souvenir-westwind-vent-d-ouest-travail-situ-2010.jpg,Minimalism,daniel-buren_photo-souvenir-westwind-vent-d-ouest-travail-situ-2010.jpg,14
data\processed\Realism\giovanni-boldini_madame-leclanche-1881.jpg,Realism,giovanni-boldini_madame-leclanche-1881.jpg,21
data\processed\Northern_Renaissance\albrecht-durer_madonna-and-child-with-bagpipers.jpg,Northern_Renaissance,albrecht-durer_madonna-and-child-with-bagpipers.jpg,17
data\processed\Early_Renaissance\fra-angelico_st-peter-preaching-in-the-presence-of-st-mark.jpg,Early_Renaissance,fra-angelico_st-peter-preaching-in-the-presence-of-st-mark.jpg,8
data\processed\Northern_Renaissance\albrecht-durer_st-christopher-carrying-the-christ-child.jpg,Northern_Renaissance,albrecht-durer_st-christopher-carrying-the-christ-child.jpg,17
data\processed\Cubism\louis-marcoussis_untitled-still-life-1929.jpg,Cubism,louis-marcoussis_untitled-still-life-1929.jpg,7
data\processed\Naive_Art_Primitivism\jules-lefranc_un-coin-en-provence.jpg,Naive_Art_Primitivism,jules-lefranc_un-coin-en-provence.jpg,15
data\processed\Art_Nouveau_Modern\raphael-kirchner_all-healing-5.jpg,Art_Nouveau_Modern,raphael-kirchner_all-healing-5.jpg,3
data\processed\New_Realism\michael-bell_getaway-car-2009.jpg,New_Realism,michael-bell_getaway-car-2009.jpg,16
data\processed\Baroque\rembrandt_the-holy-family-1632.jpg,Baroque,rembrandt_the-holy-family-1632.jpg,4
data\processed\Pointillism\maurice-prendergast_rising-tide-st-malo.jpg,Pointillism,maurice-prendergast_rising-tide-st-malo.jpg,18
data\processed\Mannerism_Late_Renaissance\tintoretto_women-playing-instruments.jpg,Mannerism_Late_Renaissance,tintoretto_women-playing-instruments.jpg,13
data\processed\Cubism\jacques-villon_abstract-figure-in-a-landscape.jpg,Cubism,jacques-villon_abstract-figure-in-a-landscape.jpg,7
data\processed\Art_Nouveau_Modern\konstantin-korovin_costume-design-for-igor-in-the-production-of-prince-igor-at-the-mariinsky-theatre-1909.jpg,Art_Nouveau_Modern,konstantin-korovin_costume-design-for-igor-in-the-production-of-prince-igor-at-the-mariinsky-theatre-1909.jpg,3
data\processed\Realism\fyodor-vasilyev_birch-grove-in-the-evening-1869.jpg,Realism,fyodor-vasilyev_birch-grove-in-the-evening-1869.jpg,21
data\processed\Northern_Renaissance\gerard-david_two-legends-of-st-nicholas.jpg,Northern_Renaissance,gerard-david_two-legends-of-st-nicholas.jpg,17
data\processed\Mannerism_Late_Renaissance\parmigianino_virgin-and-child-1527.jpg,Mannerism_Late_Renaissance,parmigianino_virgin-and-child-1527.jpg,13
data\processed\High_Renaissance\giorgione_giovanni-borgherini-and-his-tutor(2).jpg,High_Renaissance,giorgione_giovanni-borgherini-and-his-tutor(2).jpg,11
data\processed\Expressionism\paul-klee_magdalena-before-the-conversion-1938(1).jpg,Expressionism,paul-klee_magdalena-before-the-conversion-1938(1).jpg,9
data\processed\Minimalism\fernando-calhau_pintura-1972.jpg,Minimalism,fernando-calhau_pintura-1972.jpg,14
data\processed\Post_Impressionism\le-pho_maternity.jpg,Post_Impressionism,le-pho_maternity.jpg,20
data\processed\Romanticism\eugene-delacroix_kiosk-of-trajan-at-philae(1).jpg,Romanticism,eugene-delacroix_kiosk-of-trajan-at-philae(1).jpg,23
data\processed\Realism\m.c.-escher_les-eyzies-france.jpg,Realism,m.c.-escher_les-eyzies-france.jpg,21
data\processed\New_Realism\john-french-sloan_blond-nude-and-flowers-1929.jpg,New_Realism,john-french-sloan_blond-nude-and-flowers-1929.jpg,16
data\processed\Pointillism\theo-van-rysselberghe_near-the-rocks-of-per-kiridec-1889.jpg,Pointillism,theo-van-rysselberghe_near-the-rocks-of-per-kiridec-1889.jpg,18
data\processed\Analytical_Cubism\pablo-picasso_the-shell-saint-jacques-our-future-is-in-the-air-1912.jpg,Analytical_Cubism,pablo-picasso_the-shell-saint-jacques-our-future-is-in-the-air-1912.jpg,2
data\processed\Mannerism_Late_Renaissance\parmigianino_madonna-with-the-long-neck-1540.jpg,Mannerism_Late_Renaissance,parmigianino_madonna-with-the-long-neck-1540.jpg,13
data\processed\Romanticism\ivan-aivazovsky_the-niagara-waterfall-1894.jpg,Romanticism,ivan-aivazovsky_the-niagara-waterfall-1894.jpg,23
data\processed\Baroque\pietro-da-cortona_study-for-the-age-of-silver-1.jpg,Baroque,pietro-da-cortona_study-for-the-age-of-silver-1.jpg,4
data\processed\Art_Nouveau_Modern\raphael-kirchner_rustle-1910.jpg,Art_Nouveau_Modern,raphael-kirchner_rustle-1910.jpg,3
data\processed\Naive_Art_Primitivism\marc-chagall_solitude-1933.jpg,Naive_Art_Primitivism,marc-chagall_solitude-1933.jpg,15
data\processed\Fauvism\auguste-herbin_portrait-du-peintre-mathieu-battaglia-1906.jpg,Fauvism,auguste-herbin_portrait-du-peintre-mathieu-battaglia-1906.jpg,10
data\processed\Contemporary_Realism\jamie-wyeth_boat-time-1976.jpg,Contemporary_Realism,jamie-wyeth_boat-time-1976.jpg,6
data\processed\Rococo\canaletto_capriccio-the-grand-canal-with-an-imaginary-rialto-bridge-and-other-buildings.jpg,Rococo,canaletto_capriccio-the-grand-canal-with-an-imaginary-rialto-bridge-and-other-buildings.jpg,22
data\processed\Realism\ivan-shishkin_large-nevka.jpg,Realism,ivan-shishkin_large-nevka.jpg,21
data\processed\Northern_Renaissance\albrecht-durer_portrait-of-a-young-man-1506.jpg,Northern_Renaissance,albrecht-durer_portrait-of-a-young-man-1506.jpg,17
data\processed\High_Renaissance\titian_st-ambrose.jpg,High_Renaissance,titian_st-ambrose.jpg,11
data\processed\Mannerism_Late_Renaissance\tintoretto_mercury-and-the-graces-1577.jpg,Mannerism_Late_Renaissance,tintoretto_mercury-and-the-graces-1577.jpg,13
data\processed\Ukiyo_e\hiroshige_view-of-fuji.jpg,Ukiyo_e,hiroshige_view-of-fuji.jpg,26
data\processed\Abstract_Expressionism\robert-goodnough_abstract-2-1982.jpg,Abstract_Expressionism,robert-goodnough_abstract-2-1982.jpg,0
data\processed\Expressionism\georges-braque_the-blue-jug-1946.jpg,Expressionism,georges-braque_the-blue-jug-1946.jpg,9
data\processed\Art_Nouveau_Modern\nicholas-roerich_yaroslavna-s-lament-1914.jpg,Art_Nouveau_Modern,nicholas-roerich_yaroslavna-s-lament-1914.jpg,3
data\processed\Impressionism\lovis-corinth_grandmother-and-granddaughter-1919.jpg,Impressionism,lovis-corinth_grandmother-and-granddaughter-1919.jpg,12
data\processed\Art_Nouveau_Modern\jules-cheret_le-punch-de-grassot-1890.jpg,Art_Nouveau_Modern,jules-cheret_le-punch-de-grassot-1890.jpg,3
data\processed\Color_Field_Painting\anne-appleby_winter-honeysuckle-2012.jpg,Color_Field_Painting,anne-appleby_winter-honeysuckle-2012.jpg,5
data\processed\Naive_Art_Primitivism\william-h.-johnson_knitting-party-1942(1).jpg,Naive_Art_Primitivism,william-h.-johnson_knitting-party-1942(1).jpg,15
data\processed\Fauvism\pyotr-konchalovsky_still-life.jpg,Fauvism,pyotr-konchalovsky_still-life.jpg,10
data\processed\Romanticism\alexander-shilov_a-little-more-slowly-horses-a-little-more-slowly.jpg,Romanticism,alexander-shilov_a-little-more-slowly-horses-a-little-more-slowly.jpg,23
data\processed\Pointillism\theo-van-rysselberghe_the-reading-1903.jpg,Pointillism,theo-van-rysselberghe_the-reading-1903.jpg,18
data\processed\Early_Renaissance\andrea-mantegna_the-entombment-1475.jpg,Early_Renaissance,andrea-mantegna_the-entombment-1475.jpg,8
data\processed\Baroque\peter-paul-rubens_sacrifice-of-abraham.jpg,Baroque,peter-paul-rubens_sacrifice-of-abraham.jpg,4
data\processed\Baroque\rembrandt_the-barrel-organ-player-polander-standing-with-arms-folded-1631.jpg,Baroque,rembrandt_the-barrel-organ-player-polander-standing-with-arms-folded-1631.jpg,4
data\processed\High_Renaissance\titian_cosimo-de-medici-later-grand-duke-of-tuscany.jpg,High_Renaissance,titian_cosimo-de-medici-later-grand-duke-of-tuscany.jpg,11
data\processed\Rococo\joshua-reynolds_lady-henrietta-herbert.jpg,Rococo,joshua-reynolds_lady-henrietta-herbert.jpg,22
data\processed\High_Renaissance\leonardo-da-vinci_natural-disaster.jpg,High_Renaissance,leonardo-da-vinci_natural-disaster.jpg,11
data\processed\Mannerism_Late_Renaissance\agnolo-bronzino_an-allegory-with-venus-and-cupid.jpg,Mannerism_Late_Renaissance,agnolo-bronzino_an-allegory-with-venus-and-cupid.jpg,13
data\processed\Art_Nouveau_Modern\leon-bakst_indo-persian-dance-1912.jpg,Art_Nouveau_Modern,leon-bakst_indo-persian-dance-1912.jpg,3
data\processed\Baroque\diego-velazquez_portrait-of-the-infanta-maria-marguerita-1654.jpg,Baroque,diego-velazquez_portrait-of-the-infanta-maria-marguerita-1654.jpg,4
data\processed\Northern_Renaissance\konrad-witz_st-christopher.jpg,Northern_Renaissance,konrad-witz_st-christopher.jpg,17
data\processed\Minimalism\anne-truitt_pith-1969.jpg,Minimalism,anne-truitt_pith-1969.jpg,14
data\processed\Realism\ivan-shishkin_in-winter-1883.jpg,Realism,ivan-shishkin_in-winter-1883.jpg,21
data\processed\Romanticism\gustave-dore_saladin.jpg,Romanticism,gustave-dore_saladin.jpg,23
data\processed\Northern_Renaissance\mabuse_saint-luke-painting-the-virgin-1.jpg,Northern_Renaissance,mabuse_saint-luke-painting-the-virgin-1.jpg,17
data\processed\New_Realism\john-french-sloan_sunlit-peak-santa-fe-canyon-1920.jpg,New_Realism,john-french-sloan_sunlit-peak-santa-fe-canyon-1920.jpg,16
data\processed\Color_Field_Painting\helen-frankenthaler_sun-corner-1968.jpg,Color_Field_Painting,helen-frankenthaler_sun-corner-1968.jpg,5
data\processed\Art_Nouveau_Modern\aubrey-beardsley_a-snare-of-vintage.jpg,Art_Nouveau_Modern,aubrey-beardsley_a-snare-of-vintage.jpg,3
data\processed\Rococo\bernardo-bellotto_ruins-of-a-temple.jpg,Rococo,bernardo-bellotto_ruins-of-a-temple.jpg,22
data\processed\Synthetic_Cubism\pablo-picasso_head-of-a-man-1.jpg,Synthetic_Cubism,pablo-picasso_head-of-a-man-1.jpg,25
data\processed\Northern_Renaissance\albrecht-durer_crowned-holy-martyr.jpg,Northern_Renaissance,albrecht-durer_crowned-holy-martyr.jpg,17
data\processed\Abstract_Expressionism\forrest-bess_dedication-to-van-gogh-1946.jpg,Abstract_Expressionism,forrest-bess_dedication-to-van-gogh-1946.jpg,0
data\processed\Baroque\gerrit-dou_self-portrait-with-a-palette-in-a-niche-1655.jpg,Baroque,gerrit-dou_self-portrait-with-a-palette-in-a-niche-1655.jpg,4
data\processed\Expressionism\pierre-alechinsky_les-aiguilles-iii.jpg,Expressionism,pierre-alechinsky_les-aiguilles-iii.jpg,9
data\processed\Early_Renaissance\benozzo-gozzoli_arrival-of-st-augustine-in-milan-1465.jpg,Early_Renaissance,benozzo-gozzoli_arrival-of-st-augustine-in-milan-1465.jpg,8
data\processed\Baroque\jacob-jordaens_portrait-of-the-rogier-witer-1635.jpg,Baroque,jacob-jordaens_portrait-of-the-rogier-witer-1635.jpg,4
data\processed\Post_Impressionism\paul-cezanne_bathers-in-front-of-a-tend.jpg,Post_Impressionism,paul-cezanne_bathers-in-front-of-a-tend.jpg,20
data\processed\Color_Field_Painting\michel-carrade_unknown-title-3.jpg,Color_Field_Painting,michel-carrade_unknown-title-3.jpg,5
data\processed\Expressionism\lucian-freud_david-hockney.jpg,Expressionism,lucian-freud_david-hockney.jpg,9
data\processed\Pointillism\georges-seurat_the-harbour-and-the-quays-at-port-en-bessin-1888.jpg,Pointillism,georges-seurat_the-harbour-and-the-quays-at-port-en-bessin-1888.jpg,18
data\processed\Early_Renaissance\piero-della-francesca_procession-of-the-queen-of-sheba-detail-1(1).jpg,Early_Renaissance,piero-della-francesca_procession-of-the-queen-of-sheba-detail-1(1).jpg,8
data\processed\Mannerism_Late_Renaissance\paolo-veronese_gentleman-in-black.jpg,Mannerism_Late_Renaissance,paolo-veronese_gentleman-in-black.jpg,13
data\processed\Baroque\jacob-jordaens_the-rape-of-europa-1643.jpg,Baroque,jacob-jordaens_the-rape-of-europa-1643.jpg,4
data\processed\New_Realism\george-luks_flyweight-champion-of-jumel-place-1920.jpg,New_Realism,george-luks_flyweight-champion-of-jumel-place-1920.jpg,16
data\processed\Baroque\canaletto_san-giacomo-de-rialto.jpg,Baroque,canaletto_san-giacomo-de-rialto.jpg,4
data\processed\Color_Field_Painting\theodoros-stamos_grand-blue-sun-box-1969.jpg,Color_Field_Painting,theodoros-stamos_grand-blue-sun-box-1969.jpg,5
data\processed\Abstract_Expressionism\betty-parsons_untitled-3.jpg,Abstract_Expressionism,betty-parsons_untitled-3.jpg,0
data\processed\Contemporary_Realism\chuck-close_self-portrait-2000.jpg,Contemporary_Realism,chuck-close_self-portrait-2000.jpg,6
data\processed\Cubism\pablo-picasso_bowl-of-fruit-and-guitar-1920.jpg,Cubism,pablo-picasso_bowl-of-fruit-and-guitar-1920.jpg,7
data\processed\Pointillism\theo-van-rysselberghe_sunset-at-ambletsuse-1899.jpg,Pointillism,theo-van-rysselberghe_sunset-at-ambletsuse-1899.jpg,18
data\processed\Abstract_Expressionism\rafa-nasiri_untitled-068-2002.jpg,Abstract_Expressionism,rafa-nasiri_untitled-068-2002.jpg,0
data\processed\Baroque\caravaggio_saint-francis-in-prayer(1).jpg,Baroque,caravaggio_saint-francis-in-prayer(1).jpg,4
data\processed\Baroque\rembrandt_the-apostle-paul-1659.jpg,Baroque,rembrandt_the-apostle-paul-1659.jpg,4
data\processed\Rococo\bernardo-bellotto_the-imperial-summer-residence-courtyard-1758.jpg,Rococo,bernardo-bellotto_the-imperial-summer-residence-courtyard-1758.jpg,22
data\processed\Realism\william-merritt-chase_the-little-red-bowl.jpg,Realism,william-merritt-chase_the-little-red-bowl.jpg,21
data\processed\Art_Nouveau_Modern\koloman-moser_picture-book-for-the-niece-of-ditha-mautner-von-markhof-1904-7.jpg,Art_Nouveau_Modern,koloman-moser_picture-book-for-the-niece-of-ditha-mautner-von-markhof-1904-7.jpg,3
data\processed\Minimalism\fred-sandback_blue-day-glo-corner-piece-1968.jpg,Minimalism,fred-sandback_blue-day-glo-corner-piece-1968.jpg,14
data\processed\Abstract_Expressionism\robert-nickle_untitled.jpg,Abstract_Expressionism,robert-nickle_untitled.jpg,0
data\processed\Symbolism\viktor-vasnetsov_the-last-judgement-1904.jpg,Symbolism,viktor-vasnetsov_the-last-judgement-1904.jpg,24
data\processed\Post_Impressionism\irma-stern_portrait-of-a-young-girl-1939.jpg,Post_Impressionism,irma-stern_portrait-of-a-young-girl-1939.jpg,20
data\processed\Pop_Art\aldo-mondino_settembre.jpg,Pop_Art,aldo-mondino_settembre.jpg,19
data\processed\Northern_Renaissance\pieter-bruegel-the-elder_the-painter-and-the-art-lover-1565.jpg,Northern_Renaissance,pieter-bruegel-the-elder_the-painter-and-the-art-lover-1565.jpg,17
data\processed\Contemporary_Realism\john-miller_windsurfers-porth-kidney-beach-ii.jpg,Contemporary_Realism,john-miller_windsurfers-porth-kidney-beach-ii.jpg,6
data\processed\Minimalism\dan-flavin_untitled-to-bob-and-pat-rohm-1970.jpg,Minimalism,dan-flavin_untitled-to-bob-and-pat-rohm-1970.jpg,14
data\processed\Ukiyo_e\ogata-gekko_nihon-hana-zue-1896-1.jpg,Ukiyo_e,ogata-gekko_nihon-hana-zue-1896-1.jpg,26
data\processed\Expressionism\pablo-picasso_dancer-1919.jpg,Expressionism,pablo-picasso_dancer-1919.jpg,9
data\processed\Mannerism_Late_Renaissance\titian_christ-carrying-the-cross.jpg,Mannerism_Late_Renaissance,titian_christ-carrying-the-cross.jpg,13
data\processed\Art_Nouveau_Modern\serge-sudeikin_at-the-verandah-silhouette-ink-on-paper-signed-with-russian-initials-cc-with-full-signature-und-1918.jpg,Art_Nouveau_Modern,serge-sudeikin_at-the-verandah-silhouette-ink-on-paper-signed-with-russian-initials-cc-with-full-signature-und-1918.jpg,3
data\processed\Rococo\giovanni-battista-tiepolo_the-marriage-of-the-emperor-frederick-barbarossa-to-beatrice-of-burgundy-1751.jpg,Rococo,giovanni-battista-tiepolo_the-marriage-of-the-emperor-frederick-barbarossa-to-beatrice-of-burgundy-1751.jpg,22
data\processed\Minimalism\richard-serra_untitled-14-part-roller-drawing-1973.jpg,Minimalism,richard-serra_untitled-14-part-roller-drawing-1973.jpg,14
data\processed\Fauvism\lajos-tihanyi_nudes-1907.jpg,Fauvism,lajos-tihanyi_nudes-1907.jpg,10
data\processed\Cubism\umberto-boccioni_development-of-a-bottle-in-space-1913.jpg,Cubism,umberto-boccioni_development-of-a-bottle-in-space-1913.jpg,7
data\processed\Early_Renaissance\antonello-da-messina_portrait-of-a-man-2.jpg,Early_Renaissance,antonello-da-messina_portrait-of-a-man-2.jpg,8
